fecha,demanda
2016-09-04,178235.802295993
2016-09-05,200503.93571719798
2016-09-06,203706.169318434
2016-09-07,201395.19718124598
2016-09-08,201634.697441734
2016-09-09,200137.04554833903
2016-09-10,190508.684055034
2016-09-11,181623.15444210198
2016-09-12,201476.2575724828
2016-09-13,203672.504064949
2016-09-14,202910.944686077
2016-09-15,201146.87991789402
2016-09-16,197128.39868037737
2016-09-17,185543.82024423726
2016-09-18,168512.61773245002
2016-09-19,169713.153013394
2016-09-20,193016.08706607038
2016-09-21,202281.51486241014
2016-09-22,200387.22035932657
2016-09-23,201913.8319428843
2016-09-24,191589.25253756237
2016-09-25,180349.310519324
2016-09-26,200289.801297755
2016-09-27,201498.27355706372
2016-09-28,201075.3081591988
2016-09-29,199642.421279543
2016-09-30,198388.6099561182
2016-10-01,188776.73826957028
2016-10-02,179768.084104352
2016-10-03,201073.419846019
2016-10-04,201155.8444704846
2016-10-05,197918.52226540103
2016-10-06,198941.26210214905
2016-10-07,201668.20818023002
2016-10-08,189700.691047172
2016-10-09,174847.507730554
2016-10-10,181521.73107932002
2016-10-11,204230.85966375598
2016-10-12,202550.562591363
2016-10-13,204008.382774333
2016-10-14,204215.868744179
2016-10-15,190652.93482584026
2016-10-16,178887.492678616
2016-10-17,195559.5236828764
2016-10-18,194741.1902048273
2016-10-19,195003.53767751198
2016-10-20,194172.2330056105
2016-10-21,192198.927485089
2016-10-22,180857.0898995234
2016-10-23,168985.135819616
2016-10-24,191418.9621112844
2016-10-25,194939.58978872153
2016-10-26,199148.49085308518
2016-10-27,203517.87776121413
2016-10-28,200266.542976549
2016-10-29,189199.052321045
2016-10-30,178309.170144135
2016-10-31,180326.12392958402
2016-11-01,178132.57145920428
2016-11-02,200456.6614412277
2016-11-03,204861.5373879606
2016-11-04,209263.107573883
2016-11-05,197243.82630015502
2016-11-06,183261.10536405726
2016-11-07,208126.03508698
2016-11-08,207794.43637956004
2016-11-09,202184.394257065
2016-11-10,207674.10523770298
2016-11-11,207963.61514774
2016-11-12,194318.1876878499
2016-11-13,177028.373354282
2016-11-14,202739.46001565098
2016-11-15,207178.12961704002
2016-11-16,205797.11421422308
2016-11-17,206217.996096062
2016-11-18,210095.67339862886
2016-11-19,198407.06970061894
2016-11-20,183923.9784209243
2016-11-21,204804.0318220266
2016-11-22,204805.0350995791
2016-11-23,201903.18485247332
2016-11-24,204441.745363662
2016-11-25,207050.4772881192
2016-11-26,193168.1834570313
2016-11-27,178683.96008436722
2016-11-28,202074.96416970837
2016-11-29,206833.34445278373
2016-11-30,204710.5251748337
2016-12-01,202809.86381718263
2016-12-02,208778.57775446857
2016-12-03,198346.43631073527
2016-12-04,183960.5542589502
2016-12-05,205731.81937223225
2016-12-06,206657.02906097498
2016-12-07,199209.86098822422
2016-12-08,191804.8210889304
2016-12-09,200271.782722646
2016-12-10,192106.1139181763
2016-12-11,183969.76316762922
2016-12-12,211101.64142974603
2016-12-13,215344.7037705113
2016-12-14,215196.07871426884
2016-12-15,213568.38099394695
2016-12-16,208648.0287406275
2016-12-17,198775.9233212552
2016-12-18,189010.68596089433
2016-12-19,213323.83639061186
2016-12-20,211800.84309337963
2016-12-21,208505.79942413585
2016-12-22,211886.5124055348
2016-12-23,213758.85904859056
2016-12-24,197976.651044631
2016-12-25,177234.56297742302
2016-12-26,200994.46711169285
2016-12-27,210079.9135971424
2016-12-28,212373.45734556403
2016-12-29,209611.01319427224
2016-12-30,206935.76203800456
2016-12-31,189158.62182983474
2017-01-01,169247.47037253898
2017-01-02,182755.02858308403
2017-01-03,206606.97915525115
2017-01-04,208324.1689902917
2017-01-05,211018.32317972108
2017-01-06,210558.4526944431
2017-01-07,197284.078966195
2017-01-08,184599.60340597
2017-01-09,202875.493773787
2017-01-10,207298.38836208402
2017-01-11,210708.604828694
2017-01-12,210885.514345826
2017-01-13,210978.40588441404
2017-01-14,198809.64223787995
2017-01-15,183282.31925733897
2017-01-16,207069.68022225113
2017-01-17,208927.778822157
2017-01-18,208120.51171472602
2017-01-19,210041.959787591
2017-01-20,215453.26750718
2017-01-21,199320.503596595
2017-01-22,184503.436482912
2017-01-23,208910.39731093703
2017-01-24,217195.09603150602
2017-01-25,217186.555604995
2017-01-26,216737.42543900403
2017-01-27,217510.582601626
2017-01-28,205887.791812651
2017-01-29,193312.75598745502
2017-01-30,215031.55944393
2017-01-31,218387.546421668
2017-02-01,214452.76966205897
2017-02-02,213684.01672775202
2017-02-03,212705.89583546502
2017-02-04,197462.801500091
2017-02-05,189039.683051309
2017-02-06,209664.73081097202
2017-02-07,209351.04851217798
2017-02-08,203756.6921857
2017-02-09,205748.74123478602
2017-02-10,205058.98662118302
2017-02-11,193523.46383274798
2017-02-12,178128.82348274402
2017-02-13,202170.45994400303
2017-02-14,204601.801743472
2017-02-15,201960.07351151502
2017-02-16,205978.13511078403
2017-02-17,204818.279759735
2017-02-18,191158.02511491752
2017-02-19,180369.51994237833
2017-02-20,204461.3124255702
2017-02-21,215432.35268211341
2017-02-22,217192.866651188
2017-02-23,214136.198957925
2017-02-24,217278.60673855047
2017-02-25,201879.20429530443
2017-02-26,187440.30398221445
2017-02-27,210916.893162883
2017-02-28,215388.25524943107
2017-03-01,209633.61747327627
2017-03-02,208451.95939519716
2017-03-03,206968.389473443
2017-03-04,185074.52372092803
2017-03-05,174024.53929194054
2017-03-06,197860.18722470905
2017-03-07,202033.481231587
2017-03-08,199276.84986294102
2017-03-09,200882.763462034
2017-03-10,201092.46798214357
2017-03-11,189187.3197031278
2017-03-12,177712.0473603357
2017-03-13,201925.92442262938
2017-03-14,205054.25675058202
2017-03-15,202851.01131034837
2017-03-16,202246.56279720506
2017-03-17,205211.8713460022
2017-03-18,193370.69018072129
2017-03-19,179624.67531248758
2017-03-20,201064.87092126062
2017-03-21,203956.53848626744
2017-03-22,204040.66173144104
2017-03-23,205511.59623994504
2017-03-24,205376.59928539835
2017-03-25,192877.66310186303
2017-03-26,178911.990166188
2017-03-27,202328.34515848602
2017-03-28,205923.559208545
2017-03-29,202302.414976509
2017-03-30,200500.71186910503
2017-03-31,200274.268988059
2017-04-01,185634.09962738102
2017-04-02,176491.45120784803
2017-04-03,197596.38658866403
2017-04-04,194495.100671128
2017-04-05,192265.84929002603
2017-04-06,194861.93151959998
2017-04-07,198113.4293571976
2017-04-08,189209.319476877
2017-04-09,178704.708356971
2017-04-10,196987.373725452
2017-04-11,199386.6113719737
2017-04-12,196725.91504910198
2017-04-13,192707.1668694
2017-04-14,176066.67777066102
2017-04-15,178422.29607970561
2017-04-16,180191.774156553
2017-04-17,202906.025029279
2017-04-18,201352.15591318402
2017-04-19,177971.13453143102
2017-04-20,200489.222677753
2017-04-21,203957.804111332
2017-04-22,196207.743311535
2017-04-23,182392.17171313902
2017-04-24,202056.206238305
2017-04-25,205229.16104503698
2017-04-26,203698.764670943
2017-04-27,207142.1118582664
2017-04-28,207598.37033458063
2017-04-29,197325.26988069149
2017-04-30,181782.9730170671
2017-05-01,179950.53078391598
2017-05-02,204094.88930545052
2017-05-03,207778.47434865998
2017-05-04,209356.37503319027
2017-05-05,208939.5034509389
2017-05-06,200852.637559778
2017-05-07,189383.46090409497
2017-05-08,200148.529772276
2017-05-09,206015.67842229144
2017-05-10,208035.88678103202
2017-05-11,210382.16076352244
2017-05-12,205937.54125286304
2017-05-13,198867.566028788
2017-05-14,181003.951008232
2017-05-15,202647.202832906
2017-05-16,206763.16731039702
2017-05-17,207329.95363016246
2017-05-18,211411.63467173898
2017-05-19,210406.05938531595
2017-05-20,201159.94587728495
2017-05-21,189775.3498837527
2017-05-22,206970.50697297
2017-05-23,209714.20991400201
2017-05-24,210757.79564137102
2017-05-25,212319.1545134484
2017-05-26,207770.1035718826
2017-05-27,194552.137652846
2017-05-28,186805.4482690443
2017-05-29,208316.03892771597
2017-05-30,209831.09300022598
2017-05-31,208668.11276728899
2017-06-01,207042.86194976798
2017-06-02,213105.473690106
2017-06-03,201457.97029425896
2017-06-04,192375.33458522096
2017-06-05,213136.61591973278
2017-06-06,211695.43533243102
2017-06-07,206674.636808305
2017-06-08,201865.894136563
2017-06-09,203821.485597248
2017-06-10,194047.186678261
2017-06-11,186408.055238635
2017-06-12,209965.115072195
2017-06-13,212694.730378153
2017-06-14,211157.278195134
2017-06-15,213849.93433345598
2017-06-16,210227.16494860666
2017-06-17,198503.460986746
2017-06-18,194577.36550952002
2017-06-19,218727.79935613502
2017-06-20,218892.723047546
2017-06-21,216779.02135906796
2017-06-22,216796.3538363122
2017-06-23,213123.15680215505
2017-06-24,205152.860760456
2017-06-25,193339.06540972102
2017-06-26,195841.21272828802
2017-06-27,211696.232604779
2017-06-28,213228.592830345
2017-06-29,214606.206888764
2017-06-30,213596.450998822
2017-07-01,197096.024464531
2017-07-02,186399.346230102
2017-07-03,209662.826104428
2017-07-04,215762.895517002
2017-07-05,218830.500487843
2017-07-06,214815.27710916102
2017-07-07,213850.85060134498
2017-07-08,204376.49358180098
2017-07-09,192718.624333105
2017-07-10,212887.09842244998
2017-07-11,213592.743954487
2017-07-12,210715.893714436
2017-07-13,211956.9285731864
2017-07-14,216349.23370543311
2017-07-15,200688.6706763431
2017-07-16,194980.6674931161
2017-07-17,216546.30463794013
2017-07-18,214452.247833699
2017-07-19,207679.57128397698
2017-07-20,206129.1998019056
2017-07-21,207601.9351034815
2017-07-22,203276.34733049906
2017-07-23,190482.8941432515
2017-07-24,207582.1842128274
2017-07-25,210072.105374565
2017-07-26,208391.3358824859
2017-07-27,206015.42002191974
2017-07-28,208573.63098574278
2017-07-29,201085.753032846
2017-07-30,191787.66325404198
2017-07-31,212869.05994293702
2017-08-01,217816.936364116
2017-08-02,211795.236024962
2017-08-03,207724.2532149151
2017-08-04,213755.836786026
2017-08-05,204778.886656529
2017-08-06,191065.38980080702
2017-08-07,214697.30189446898
2017-08-08,209319.16162435498
2017-08-09,214882.85688393904
2017-08-10,219367.632058727
2017-08-11,221804.40973289957
2017-08-12,206702.17111229437
2017-08-13,184502.7743848889
2017-08-14,205017.7648232524
2017-08-15,193495.9841422166
2017-08-16,206023.65737664961
2017-08-17,208004.0982795922
2017-08-18,215156.872875937
2017-08-19,202881.0578788647
2017-08-20,190754.077947883
2017-08-21,210444.92527715204
2017-08-22,212209.80998214398
2017-08-23,208897.4093952599
2017-08-24,210666.199782508
2017-08-25,213482.24206020596
2017-08-26,202867.39030250098
2017-08-27,190257.899167543
2017-08-28,215874.033798283
2017-08-29,215619.45075728
2017-08-30,215180.82006076298
2017-08-31,209583.094080848
2017-09-01,209812.2913025406
2017-09-02,193690.27231844
2017-09-03,186984.977839405
2017-09-04,204071.69735558497
2017-09-05,207497.454369914
2017-09-06,206473.11813359498
2017-09-07,205887.34449172596
2017-09-08,208986.9624930633
2017-09-09,198944.19204928802
2017-09-10,191587.687445495
2017-09-11,213281.08758326402
2017-09-12,209100.41874773204
2017-09-13,207445.75347535
2017-09-14,210080.52763088598
2017-09-15,203969.85232569402
2017-09-16,190418.412081913
2017-09-17,180649.44894262397
2017-09-18,176363.609078038
2017-09-19,179807.012675617
2017-09-20,199885.906774045
2017-09-21,207233.43619901428
2017-09-22,204484.7165352698
2017-09-23,195655.45477871917
2017-09-24,187084.443298436
2017-09-25,205461.0993585485
2017-09-26,204851.3778506395
2017-09-27,202393.69658830168
2017-09-28,203628.62946489992
2017-09-29,203869.77265635668
2017-09-30,195905.19672421925
2017-10-01,183426.41497379102
2017-10-02,206541.022256139
2017-10-03,205200.426844008
2017-10-04,203775.53561677702
2017-10-05,203803.299500602
2017-10-06,207486.086031643
2017-10-07,198503.969475354
2017-10-08,183375.076995595
2017-10-09,185898.279004137
2017-10-10,207401.39259610602
2017-10-11,203954.509056601
2017-10-12,202450.86778021484
2017-10-13,204871.40474731167
2017-10-14,195619.41037299385
2017-10-15,182687.55965218454
2017-10-16,203474.97218797787
2017-10-17,206521.99746651418
2017-10-18,203825.93369158098
2017-10-19,207194.506648974
2017-10-20,208600.289773729
2017-10-21,196986.88103444435
2017-10-22,184726.97073095146
2017-10-23,210251.01688113422
2017-10-24,211400.2003755352
2017-10-25,206967.89028541793
2017-10-26,206257.41969870043
2017-10-27,190567.31756590318
2017-10-28,191034.102426854
2017-10-29,181846.17765966197
2017-10-30,207759.375067098
2017-10-31,208621.060457657
2017-11-01,189703.70004980397
2017-11-02,207826.964659105
2017-11-03,207811.857331331
2017-11-04,197671.59095287422
2017-11-05,184710.59434150902
2017-11-06,208538.387191232
2017-11-07,208248.53866652297
2017-11-08,204479.13508941297
2017-11-09,207103.91402579902
2017-11-10,208345.37481363397
2017-11-11,199270.696673521
2017-11-12,188686.222060754
2017-11-13,213903.61966007168
2017-11-14,214520.727610152
2017-11-15,210217.52130077695
2017-11-16,212599.42264527117
2017-11-17,211196.89839183603
2017-11-18,199109.17595566637
2017-11-19,185257.1394228849
2017-11-20,210492.17529238202
2017-11-21,213863.03692511888
2017-11-22,215567.27138955245
2017-11-23,216301.75796468338
2017-11-24,216105.812535774
2017-11-25,191450.33179641483
2017-11-26,191575.06004741686
2017-11-27,215143.1205449396
2017-11-28,217488.45264656417
2017-11-29,212919.5953675561
2017-11-30,214034.5725996484
2017-12-01,215395.01322154125
2017-12-02,204363.43276355098
2017-12-03,195773.13730653797
2017-12-04,218141.08170733196
2017-12-05,220143.45528604608
2017-12-06,210480.9683313857
2017-12-07,210040.1867587551
2017-12-08,192953.088977511
2017-12-09,194522.05410636682
2017-12-10,187955.16815122426
2017-12-11,212309.14620773896
2017-12-12,213066.05370380898
2017-12-13,208041.24112569896
2017-12-14,219246.52091691166
2017-12-15,225583.875185154
2017-12-16,210329.39027734776
2017-12-17,193099.1647755401
2017-12-18,220946.60454557007
2017-12-19,226420.1549581315
2017-12-20,223817.34141211587
2017-12-21,224540.75934254628
2017-12-22,223569.11926146396
2017-12-23,210548.07705081798
2017-12-24,197131.53010454698
2017-12-25,181510.90488899202
2017-12-26,218493.76190381398
2017-12-27,222967.291888125
2017-12-28,227191.70775975543
2017-12-29,225798.36824631252
2017-12-30,211418.807295149
2017-12-31,196126.05521798698
2018-01-01,183040.809247114
2018-01-02,215443.71120511103
2018-01-03,222042.53178340383
2018-01-04,221956.42721917297
2018-01-05,223012.1454646887
2018-01-06,212194.33504033898
2018-01-07,199423.3318933554
2018-01-08,218389.692105834
2018-01-09,219279.522762745
2018-01-10,216901.45757566602
2018-01-11,216440.013847794
2018-01-12,217529.78474875801
2018-01-13,203277.63964721203
2018-01-14,195782.91468975105
2018-01-15,214282.47895572378
2018-01-16,211593.137177194
2018-01-17,218817.27112046504
2018-01-18,218994.924321478
2018-01-19,214452.39369352572
2018-01-20,209421.685196264
2018-01-21,192610.92844694096
2018-01-22,219074.02098736799
2018-01-23,222767.21406557603
2018-01-24,195966.31437745402
2018-01-25,222552.60297618702
2018-01-26,222383.82262681902
2018-01-27,210278.929385069
2018-01-28,196532.93897115104
2018-01-29,221948.48456169103
2018-01-30,223865.95502473402
2018-01-31,198982.41005234202
2018-02-01,201689.794863827
2018-02-02,223399.709388512
2018-02-03,207974.443973604
2018-02-04,194067.52900157802
2018-02-05,219539.408021638
2018-02-06,220903.53612973302
2018-02-07,219608.39610630204
2018-02-08,220289.084884991
2018-02-09,218052.47515387004
2018-02-10,208735.956997474
2018-02-11,195359.879999291
2018-02-12,220371.176792567
2018-02-13,224031.12065805902
2018-02-14,218599.262403681
2018-02-15,217300.04249373602
2018-02-16,219390.92405415504
2018-02-17,209922.2593324177
2018-02-18,196666.2179238574
2018-02-19,219383.84804759172
2018-02-20,225040.37989275352
2018-02-21,226160.16661902954
2018-02-22,227395.3482207706
2018-02-23,227695.46086956552
2018-02-24,209948.85160835905
2018-02-25,195046.60649771502
2018-02-26,221547.02530918526
2018-02-27,224745.50695065004
2018-02-28,223273.61464536906
2018-03-01,217360.89337861963
2018-03-02,220063.23822277243
2018-03-03,205740.198778757
2018-03-04,189805.623803258
2018-03-05,218301.987826745
2018-03-06,221545.09913371401
2018-03-07,215934.97464498907
2018-03-08,214707.534880233
2018-03-09,216333.485041447
2018-03-10,204733.64193789702
2018-03-11,191624.87544284321
2018-03-12,216131.4552122937
2018-03-13,218108.47631351274
2018-03-14,212516.8913785837
2018-03-15,216782.6217419226
2018-03-16,217782.7430952641
2018-03-17,204375.296545493
2018-03-18,190654.67557132628
2018-03-19,214142.00723573752
2018-03-20,219760.51137016
2018-03-21,216312.40386757464
2018-03-22,218487.785558289
2018-03-23,220211.86772582357
2018-03-24,208579.620316638
2018-03-25,196085.01930809897
2018-03-26,218608.03983071394
2018-03-27,222906.96061436
2018-03-28,223863.811161983
2018-03-29,219798.53101586903
2018-03-30,192209.12188199497
2018-03-31,188415.75215667702
2018-04-01,183587.036301688
2018-04-02,204485.38089475402
2018-04-03,208700.02138073402
2018-04-04,208932.20552720097
2018-04-05,207853.871036909
2018-04-06,206696.76751271798
2018-04-07,199832.149594894
2018-04-08,187970.57153517992
2018-04-09,208159.2512438871
2018-04-10,208900.3241762158
2018-04-11,206401.321951477
2018-04-12,205581.38405473428
2018-04-13,208651.1167815064
2018-04-14,197767.70559540155
2018-04-15,187283.28979224758
2018-04-16,207596.17315220166
2018-04-17,210078.2276525783
2018-04-18,210100.0587774438
2018-04-19,211381.42484005817
2018-04-20,214250.1027038266
2018-04-21,203315.4005043766
2018-04-22,190979.6109475144
2018-04-23,209157.90141502698
2018-04-24,211327.20021703537
2018-04-25,209792.18837982323
2018-04-26,211639.34057698672
2018-04-27,213839.02125898222
2018-04-28,206651.07904691919
2018-04-29,190166.33363270178
2018-04-30,204878.2849174547
2018-05-01,189665.2103527128
2018-05-02,210675.33093170292
2018-05-03,213982.48684872803
2018-05-04,214729.71100579528
2018-05-05,202511.25126919893
2018-05-06,191497.9543083885
2018-05-07,211481.2181968473
2018-05-08,212163.1942233374
2018-05-09,212520.0442638135
2018-05-10,212814.15171332425
2018-05-11,210886.29503772748
2018-05-12,211698.8630570533
2018-05-13,193876.8180854196
2018-05-14,214040.39900340722
2018-05-15,216514.26286742074
2018-05-16,213175.03417003472
2018-05-17,215070.2698979211
2018-05-18,215686.80987991334
2018-05-19,205066.91321565537
2018-05-20,192038.02791980727
2018-05-21,196777.30395115147
2018-05-22,215314.78760737082
2018-05-23,214598.47871018533
2018-05-24,216247.76422628376
2018-05-25,218350.79279747832
2018-05-26,212577.1555669545
2018-05-27,198628.458964744
2018-05-28,220027.1927895653
2018-05-29,220525.63088917517
2018-05-30,218100.1497975021
2018-05-31,219536.538326523
2018-06-01,221810.68791962753
2018-06-02,213276.29500853398
2018-06-03,202002.74262951914
2018-06-04,227025.86973464087
2018-06-05,228927.40486767964
2018-06-06,220688.61514894097
2018-06-07,220920.9426790542
2018-06-08,219448.49555100445
2018-06-09,210120.00879249763
2018-06-10,202787.06315657182
2018-06-11,224354.31681560102
2018-06-12,226081.70211787347
2018-06-13,224422.9935764338
2018-06-14,220031.4320269865
2018-06-15,219399.3126422846
2018-06-16,204532.6955278469
2018-06-17,192675.2952104109
2018-06-18,213190.6855112443
2018-06-19,219613.5755567523
2018-06-20,221710.50082696587
2018-06-21,222515.2468182186
2018-06-22,224283.33597974348
2018-06-23,218393.9845682799
2018-06-24,206355.56148981547
2018-06-25,228507.72318792378
2018-06-26,230623.6637983965
2018-06-27,221264.05647404806
2018-06-28,226553.16666970108
2018-06-29,222401.617202179
2018-06-30,213994.19299252488
2018-07-01,201647.69073827428
2018-07-02,203224.54706564438
2018-07-03,223142.02263325287
2018-07-04,224988.50561696076
2018-07-05,226467.13540075475
2018-07-06,222034.37092621165
2018-07-07,209450.6268440789
2018-07-08,195885.3146106834
2018-07-09,217701.82795791732
2018-07-10,225018.64066376642
2018-07-11,219267.55346511412
2018-07-12,220216.7253430933
2018-07-13,216500.4474419995
2018-07-14,207288.1799800885
2018-07-15,197251.4889261024
2018-07-16,198448.45437463457
2018-07-17,222000.4637162393
2018-07-18,223854.3602956409
2018-07-19,222031.2120884961
2018-07-20,219857.47808355134
2018-07-21,212728.31022132162
2018-07-22,198400.3065669484
2018-07-23,223431.0926620517
2018-07-24,223343.698971765
2018-07-25,223343.3232802005
2018-07-26,223845.5582798603
2018-07-27,230297.61545614718
2018-07-28,214261.03387082616
2018-07-29,201193.5818366756
2018-07-30,219908.2581659766
2018-07-31,223571.4791636919
2018-08-01,224179.8773044073
2018-08-02,216381.96822505898
2018-08-03,221641.18317280975
2018-08-04,210784.10513935878
2018-08-05,197745.9670944569
2018-08-06,223166.3513002322
2018-08-07,220876.5828764639
2018-08-08,214120.32906826207
2018-08-09,217140.07019165906
2018-08-10,216238.12340443305
2018-08-11,206102.03742735987
2018-08-12,185597.52289227006
2018-08-13,216513.182738372
